soil_moisture_percent,temperature_c,humidity_percent,rainfall_mm,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,wind_speed_m_s,crop_type,crop_yield_ton_per_hectare,ldr_value
38.3,26.5,50.3,849.7,104.0,57.5,64.7,1.54,Cotton,2.65,1004
56.0,25.4,70.2,882.9,29.3,59.7,51.1,4.29,Groundnut,2.19,380
60.7,18.8,64.0,625.0,156.4,39.7,43.0,4.75,Wheat,3.71,553
90.7,30.2,88.1,1380.7,199.0,64.1,99.2,3.3,Rice,5.13,236
42.1,19.4,54.2,422.7,26.9,49.2,34.1,4.36,Chickpea,1.71,695
57.4,29.3,68.0,840.9,49.2,70.6,58.8,1.65,Soybean,2.19,582
44.5,27.7,57.8,367.5,52.8,32.3,39.8,3.25,Jowar,2.11,821
54.4,21.9,69.2,543.5,33.7,78.6,66.4,5.35,Soybean,1.62,358
61.0,15.1,62.9,726.5,128.4,42.5,25.0,5.44,Wheat,3.41,781
41.9,25.1,48.5,412.4,75.5,26.6,36.8,2.53,Jowar,1.96,539
79.8,25.9,87.3,1278.6,191.4,43.3,90.5,3.56,Rice,5.76,334
49.0,28.2,69.9,890.2,106.9,42.1,48.7,1.89,Cotton,2.62,641
59.5,25.0,52.9,1056.5,29.5,33.8,92.6,2.16,Groundnut,1.76,683
56.5,16.1,57.4,625.1,133.4,44.5,54.2,3.34,Wheat,4.4,447
72.6,28.7,84.5,1565.1,145.8,36.4,104.7,6.17,Rice,5.32,170
61.4,17.8,64.1,994.2,132.2,57.6,44.8,5.36,Wheat,3.99,422
89.5,28.4,82.3,1515.2,227.9,34.9,116.5,1.65,Rice,5.65,290
79.3,27.7,80.5,1270.3,193.1,62.3,52.0,3.07,Rice,6.19,515
55.4,13.5,44.4,676.8,140.0,50.9,37.1,4.84,Wheat,3.47,481
82.1,32.3,80.1,1466.9,145.9,47.4,91.2,5.03,Rice,5.46,390
79.6,31.5,74.8,1871.9,153.0,40.6,81.1,2.46,Rice,5.28,404
58.2,18.1,55.7,403.3,144.0,53.4,47.2,3.45,Wheat,4.44,719
49.4,20.3,57.6,393.2,152.5,56.2,44.6,0.81,Wheat,3.95,692
50.6,20.3,59.8,473.7,93.4,58.5,47.9,3.64,Wheat,5.29,828
60.0,20.8,58.9,300.1,120.6,56.7,38.3,6.66,Wheat,4.19,697
60.5,31.8,61.6,872.8,60.4,64.4,64.8,0.5,Soybean,1.68,661
51.4,19.0,54.1,585.1,90.1,53.4,42.9,3.94,Wheat,5.18,710
56.5,25.4,60.7,566.1,57.9,50.0,59.0,3.27,Soybean,2.06,852
39.4,32.2,34.0,575.7,69.4,34.4,46.7,0.9,Jowar,2.39,465
75.8,28.6,95.2,1481.9,194.4,70.8,105.3,5.41,Rice,5.97,424
62.2,28.2,62.7,854.5,122.2,42.9,50.0,2.81,Maize,6.15,482
63.6,22.1,69.9,894.3,30.1,76.3,46.0,0.97,Soybean,1.88,417
69.4,30.4,92.0,941.3,232.1,52.8,84.4,2.13,Rice,4.33,146
69.0,21.3,81.4,1361.1,230.4,36.5,108.4,2.72,Rice,4.31,31
58.6,28.9,61.4,519.4,58.6,35.3,77.1,0.8,Soybean,2.09,516
59.6,27.7,74.7,638.0,55.2,81.2,78.3,4.54,Soybean,2.39,350
52.0,20.1,61.7,303.1,146.3,48.4,47.5,3.35,Wheat,5.09,676
74.9,25.8,69.8,1957.7,223.5,96.8,173.8,4.91,Sugarcane,11.1,105
42.9,21.2,59.2,342.2,150.7,49.9,53.2,3.33,Wheat,4.76,836
48.0,18.4,46.4,326.3,26.8,42.4,34.1,2.79,Chickpea,1.84,749
32.5,33.1,47.0,742.8,127.8,34.9,71.8,5.73,Cotton,2.32,617
59.4,17.8,63.2,626.4,119.2,39.6,53.1,3.53,Wheat,5.09,437
53.8,19.5,57.8,686.1,119.1,32.9,40.4,3.45,Wheat,4.05,460
34.0,31.0,66.8,788.6,110.2,35.2,88.7,1.55,Cotton,3.25,323
40.0,21.6,47.0,499.3,59.6,24.7,40.0,3.97,Bajra,1.73,599
77.8,25.9,77.6,2369.1,250.0,100.7,169.6,0.99,Sugarcane,8.2,243
70.7,32.9,84.5,1431.1,156.9,47.4,100.8,3.87,Rice,5.25,265
41.2,37.3,44.8,512.7,76.7,38.7,40.6,4.89,Jowar,1.65,478
57.8,33.3,36.2,594.0,147.8,53.9,71.6,3.3,Cotton,2.91,703
74.4,32.9,83.7,1202.3,125.7,38.7,100.6,0.5,Rice,5.25,184
44.6,27.0,53.9,819.2,36.7,62.6,76.5,0.64,Groundnut,1.66,620
51.0,20.4,59.0,415.0,95.5,46.5,42.2,4.0,Wheat,4.6,895
51.6,22.3,47.3,636.1,125.1,51.5,50.7,2.1,Wheat,4.57,763
57.9,23.4,70.5,875.2,53.9,57.6,43.9,2.08,Soybean,2.42,410
82.7,25.6,84.0,1186.1,213.8,64.6,116.6,3.55,Rice,5.55,71
79.6,27.3,76.6,1625.8,166.8,76.7,143.5,4.73,Sugarcane,11.61,105
38.6,29.6,45.4,624.6,57.4,40.7,32.0,3.61,Bajra,1.75,419
85.8,32.2,91.7,1256.7,188.8,46.7,88.3,3.14,Rice,5.4,378
72.7,24.9,65.1,712.0,190.7,48.0,68.1,2.11,Maize,4.14,403
61.0,24.1,57.8,478.3,111.7,39.8,59.7,2.48,Maize,5.04,617
57.1,19.5,57.5,358.6,31.0,37.9,29.2,2.3,Chickpea,1.82,528
64.0,18.6,84.2,623.2,110.3,44.0,41.6,2.41,Wheat,4.29,400
46.2,28.6,54.0,1060.6,106.3,37.6,60.4,2.01,Cotton,2.42,781
56.7,12.4,68.2,876.1,136.1,47.8,62.6,3.44,Wheat,3.52,370
42.7,18.8,56.2,118.4,33.7,45.8,36.9,1.66,Chickpea,1.55,610
34.1,19.9,37.3,10.4,85.5,52.2,56.7,5.97,Wheat,3.51,669
41.4,34.1,50.5,897.8,124.7,33.9,68.7,7.14,Cotton,2.54,747
37.2,29.4,67.7,647.2,63.1,40.0,50.1,2.01,Jowar,2.18,350
46.2,29.5,51.7,539.8,27.2,50.7,57.2,5.18,Groundnut,2.32,470
92.0,29.9,87.0,1741.7,113.3,57.8,133.4,2.88,Rice,5.15,32
72.5,29.6,68.1,1730.8,170.7,57.2,77.6,1.37,Rice,4.89,153
41.1,26.7,64.4,571.9,39.1,75.3,50.3,3.09,Groundnut,1.87,618
82.7,23.6,80.3,1867.7,158.4,53.3,101.1,4.54,Rice,4.39,673
63.9,21.1,52.8,1018.8,27.9,75.5,64.2,1.94,Soybean,2.04,424
50.9,20.9,68.2,725.9,49.7,70.3,64.0,3.1,Soybean,1.84,643
38.9,25.9,39.0,505.8,64.6,26.7,36.2,5.08,Bajra,1.73,775
45.8,31.6,33.7,111.1,66.4,22.6,65.8,2.14,Jowar,1.86,633
74.9,22.9,80.7,2011.4,171.9,20.2,58.8,5.48,Rice,4.54,215
57.7,30.0,66.5,837.1,24.0,78.3,51.0,5.52,Soybean,2.11,459
55.5,29.9,62.7,999.0,127.2,34.4,99.1,1.37,Cotton,2.59,397
60.4,18.3,58.4,507.5,152.4,46.0,26.3,7.82,Wheat,4.54,899
52.6,23.9,56.3,608.4,128.4,49.6,30.4,2.55,Wheat,4.8,307
72.0,27.5,75.7,1800.2,162.4,42.1,76.0,2.5,Rice,5.98,370
85.4,22.9,74.8,2012.2,212.0,61.2,58.9,4.11,Rice,3.86,346
66.7,26.5,67.7,1161.0,46.7,70.6,51.9,2.91,Soybean,2.18,354
61.2,17.8,63.2,701.9,148.7,45.1,49.6,3.26,Wheat,4.81,561
37.6,28.0,69.8,995.2,83.3,42.4,48.3,2.43,Cotton,2.87,585
74.9,26.3,78.6,958.4,47.4,72.8,48.6,1.33,Soybean,2.42,411
53.5,25.3,54.6,813.0,119.7,45.2,85.0,6.23,Cotton,2.44,655
47.9,13.2,55.6,579.9,101.4,33.9,45.5,2.49,Wheat,3.78,719
46.0,30.9,55.8,1431.8,114.1,50.6,57.0,2.82,Cotton,2.39,188
65.2,25.8,44.5,1026.4,150.0,35.9,49.3,3.32,Cotton,1.95,869
92.0,32.1,80.5,1664.5,177.8,71.3,93.6,4.05,Rice,4.5,647
38.3,28.0,30.6,255.5,58.6,25.8,39.3,4.83,Bajra,1.85,960
66.7,20.7,50.3,454.4,135.2,46.5,55.9,1.46,Wheat,4.22,823
62.7,29.4,67.7,1185.8,175.2,44.9,43.5,1.0,Maize,4.44,223
46.7,21.1,41.0,390.0,136.4,52.5,56.0,3.35,Wheat,4.66,717
59.3,19.6,62.9,611.7,33.8,45.7,47.7,4.93,Chickpea,1.53,426
52.6,30.1,69.7,344.1,136.5,44.4,55.9,4.54,Maize,3.87,441
53.8,18.9,74.1,470.2,150.8,62.9,45.8,5.43,Wheat,4.35,632
35.9,33.1,56.6,431.2,64.2,37.0,37.9,5.27,Jowar,2.35,498
53.4,29.3,52.8,864.8,52.3,37.7,32.6,3.84,Bajra,1.42,577
43.6,34.5,58.5,289.8,102.9,41.2,74.2,2.1,Cotton,2.13,329
66.1,29.7,68.8,709.5,102.6,55.1,57.1,1.73,Maize,5.61,468
54.7,23.1,66.3,605.8,151.4,54.7,32.3,6.8,Wheat,4.48,540
50.7,19.6,50.8,332.2,107.3,46.7,46.6,3.43,Wheat,4.76,567
77.0,28.1,90.9,1730.2,176.2,52.1,109.3,1.62,Rice,5.9,115
46.6,28.8,66.8,662.5,29.3,52.4,58.9,1.68,Groundnut,2.42,807
54.5,30.6,63.3,824.0,146.2,39.2,64.9,3.65,Maize,5.11,334
62.4,23.2,58.0,1117.4,148.0,50.3,61.4,1.65,Maize,5.12,363
46.1,29.2,70.3,613.0,58.6,14.9,50.6,3.86,Jowar,1.89,368
62.8,16.9,60.8,636.5,136.1,52.2,38.8,5.05,Wheat,4.95,751
92.0,30.3,68.7,1730.7,184.7,25.9,102.7,1.5,Rice,4.75,693
57.7,19.4,68.8,1188.5,143.2,55.6,39.7,3.53,Wheat,3.86,484
41.4,15.6,51.1,211.0,20.0,52.1,29.8,4.22,Chickpea,1.49,576
51.6,26.6,74.3,700.9,139.3,44.6,57.8,4.75,Maize,5.37,385
37.4,25.8,63.8,595.4,55.0,34.2,54.0,3.72,Jowar,2.22,712
33.7,33.9,57.2,695.4,58.7,24.1,34.9,5.08,Bajra,1.72,444
47.2,22.8,49.4,1051.2,32.5,51.3,67.8,4.19,Groundnut,1.41,826
50.6,18.1,54.6,686.7,90.7,52.4,61.1,4.45,Wheat,4.56,826
37.7,32.1,50.6,407.4,49.1,30.8,47.8,0.6,Jowar,2.25,680
37.5,27.7,43.9,413.2,59.4,21.5,42.0,6.45,Bajra,1.86,814
70.4,24.2,76.0,1363.6,156.7,62.8,91.3,0.5,Rice,5.63,474
64.2,25.4,63.7,915.9,73.1,58.9,43.6,1.69,Soybean,2.41,747
60.1,22.2,70.1,1066.6,145.5,58.4,56.5,4.3,Maize,4.44,275
55.2,19.6,47.3,623.0,131.1,47.6,38.4,6.42,Wheat,5.06,850
86.7,29.7,81.4,1204.1,136.5,54.7,82.9,5.63,Rice,5.2,280
77.1,26.8,84.1,1606.2,197.9,42.8,56.6,3.91,Rice,6.41,158
75.2,26.1,77.7,912.4,142.6,42.6,95.0,4.11,Rice,4.89,415
55.1,17.7,68.1,466.6,34.6,58.3,28.8,1.61,Chickpea,1.4,496
41.9,18.4,44.1,487.3,135.1,46.3,52.4,4.05,Wheat,4.21,552
57.7,31.0,61.3,914.2,35.5,65.3,46.9,4.02,Soybean,2.17,278
50.0,31.1,55.9,1129.9,91.3,22.5,63.3,4.5,Cotton,2.55,394
82.5,31.8,86.1,1394.7,123.3,61.1,105.9,0.58,Rice,4.75,512
51.9,18.0,54.4,278.0,102.4,55.4,41.3,5.81,Wheat,4.5,961
83.3,24.2,90.7,1635.3,166.9,60.7,53.3,5.55,Rice,5.74,337
47.9,33.4,54.5,997.2,117.0,41.6,58.0,3.67,Cotton,2.49,752
43.9,33.5,55.5,1063.3,80.4,30.2,66.3,4.41,Cotton,2.63,472
74.2,26.7,90.9,1791.0,250.0,92.4,213.4,0.5,Sugarcane,10.38,209
57.8,28.3,59.5,1088.9,116.3,43.2,61.7,2.82,Cotton,2.47,561
70.1,30.1,72.4,1665.7,183.0,68.4,65.1,3.67,Rice,5.79,181
55.6,29.4,54.8,825.8,29.9,56.9,76.4,3.41,Groundnut,2.23,434
26.6,36.8,46.9,450.7,55.4,28.1,40.3,1.49,Bajra,1.91,705
55.5,24.2,78.6,1035.1,46.9,75.8,54.9,1.54,Soybean,2.22,328
42.7,34.6,49.4,299.6,58.7,32.1,53.7,5.41,Bajra,1.78,525
46.4,25.8,63.9,351.0,52.1,35.0,41.5,3.82,Bajra,2.05,637
45.3,25.4,60.5,530.4,42.1,39.2,32.8,3.54,Bajra,1.44,540
42.5,30.9,48.0,569.4,62.5,30.1,42.8,4.86,Bajra,1.92,827
63.4,28.9,86.1,1994.3,173.4,52.1,78.9,5.19,Rice,5.27,228
79.7,27.9,92.8,1782.7,189.1,42.9,64.1,4.2,Rice,5.14,165
39.7,25.4,34.7,801.6,52.0,34.8,30.3,3.35,Bajra,1.25,752
56.1,30.0,60.4,642.0,49.9,61.3,55.5,2.42,Soybean,2.29,540
62.6,21.8,61.8,509.2,124.4,32.7,26.7,2.68,Wheat,4.69,469
61.5,30.8,45.2,942.6,37.8,57.4,54.8,5.29,Groundnut,1.8,583
61.5,15.7,55.3,199.9,153.2,52.7,56.9,1.89,Wheat,3.36,776
44.7,24.1,60.6,218.3,29.6,40.8,31.3,3.08,Chickpea,1.36,718
53.2,13.7,59.1,312.8,110.6,46.2,49.7,0.71,Wheat,3.29,817
74.3,27.0,81.4,1713.7,224.3,47.1,89.9,6.32,Rice,5.66,21
56.9,21.5,61.1,796.0,37.1,63.0,60.1,2.77,Groundnut,1.58,481
52.3,19.6,55.8,370.6,190.0,65.3,54.5,2.92,Wheat,3.94,571
50.2,28.6,60.1,1069.1,113.8,35.2,75.8,2.85,Cotton,2.43,542
74.6,30.0,88.5,1129.2,197.9,77.1,198.8,3.95,Sugarcane,8.36,229
73.5,27.1,82.3,1599.7,169.4,44.9,51.7,1.94,Rice,6.04,210
87.1,26.0,91.0,1742.8,153.4,61.9,99.1,2.9,Rice,5.66,346
54.0,33.2,63.4,658.9,38.2,55.0,61.7,2.18,Groundnut,1.73,569
77.9,20.2,62.0,504.7,106.9,41.0,58.9,1.23,Wheat,4.15,391
40.5,21.5,62.7,378.3,25.8,44.0,33.5,3.85,Chickpea,1.64,789
87.8,22.3,77.1,1696.0,193.5,40.0,89.4,4.12,Rice,4.63,467
37.6,23.1,64.3,563.4,59.1,26.0,34.8,2.59,Bajra,1.26,458
76.2,26.8,85.6,1915.4,165.8,51.2,118.1,1.1,Rice,6.25,368
61.8,23.9,77.8,709.2,27.0,62.8,60.5,2.1,Soybean,2.06,309
77.4,26.4,89.0,1258.1,109.8,64.5,65.3,3.88,Rice,5.14,457
69.8,30.1,78.5,1615.3,123.7,45.0,83.4,0.79,Rice,5.05,279
37.0,29.6,45.3,432.1,65.3,36.0,38.7,1.73,Bajra,1.76,578
54.9,25.1,61.8,832.2,138.7,44.5,42.8,4.59,Maize,4.48,474
31.7,28.5,58.2,256.8,75.0,33.2,32.8,4.19,Jowar,2.08,513
57.0,21.5,65.8,915.3,34.5,56.6,50.8,3.05,Groundnut,1.61,520
55.0,23.8,60.9,519.8,126.8,45.3,48.1,2.99,Wheat,4.52,606
56.8,30.1,66.1,905.5,36.8,65.0,45.3,1.04,Soybean,2.11,495
61.6,22.5,52.7,448.6,149.1,51.4,46.0,3.64,Wheat,5.05,563
80.3,30.9,74.6,1579.7,239.1,94.8,152.3,4.63,Sugarcane,11.07,0
47.1,37.8,34.7,564.2,66.5,23.7,37.6,2.6,Bajra,1.5,771
59.3,20.2,70.7,1137.0,44.0,59.7,31.8,4.32,Soybean,1.57,130
35.9,22.1,47.6,227.6,23.6,38.0,42.6,1.18,Chickpea,1.67,747
67.6,29.6,82.3,1660.1,199.0,51.5,65.4,2.09,Rice,6.81,458
45.2,23.8,49.8,348.6,24.6,47.9,26.1,3.41,Chickpea,1.72,724
52.4,28.2,68.4,1054.7,42.9,83.9,72.3,3.48,Soybean,2.35,392
28.0,27.3,36.6,555.8,49.7,29.9,39.1,3.18,Bajra,1.69,718
75.5,24.4,67.8,959.2,156.6,28.1,52.2,2.05,Maize,5.69,448
38.1,16.7,49.6,12.3,20.0,33.8,29.2,1.55,Chickpea,1.6,634
69.2,26.1,72.4,1005.4,156.1,47.6,48.7,2.96,Maize,5.36,337
61.8,24.1,57.0,802.8,34.3,63.9,69.7,1.41,Groundnut,2.02,430
92.0,29.7,71.6,2383.2,201.5,82.2,244.7,0.79,Sugarcane,7.84,461
57.1,26.2,43.1,624.3,113.8,37.4,87.3,6.29,Cotton,2.75,694
38.9,32.6,61.1,39.4,45.3,33.1,47.5,2.07,Jowar,1.83,784
77.2,27.9,81.4,1060.6,186.2,60.7,82.8,3.56,Rice,5.46,316
73.5,26.2,74.8,1671.4,192.0,52.8,82.4,3.22,Rice,6.02,342
53.0,17.9,76.9,460.0,112.9,28.3,49.8,1.93,Wheat,4.18,435
67.7,27.6,74.6,723.0,128.2,60.9,55.8,4.48,Maize,4.68,518
70.1,25.0,75.7,1775.7,163.2,74.9,76.9,1.92,Rice,5.19,442
48.8,30.7,65.3,621.2,44.9,58.1,73.6,3.88,Groundnut,2.38,569
78.4,29.9,81.4,1709.1,196.5,75.6,96.9,2.04,Sugarcane,9.25,179
65.0,28.1,69.7,460.6,27.0,63.4,45.5,2.29,Groundnut,1.82,397
44.3,33.5,35.8,490.3,74.2,30.3,23.1,2.83,Jowar,1.72,1014
34.1,24.9,60.5,398.7,58.0,39.8,33.1,4.46,Jowar,2.18,553
35.6,29.3,32.2,109.8,90.3,26.9,40.9,6.16,Jowar,2.11,767
72.2,28.5,64.3,827.6,58.1,72.3,55.8,2.76,Soybean,2.38,740
72.1,22.9,66.7,828.3,136.2,31.4,49.5,6.98,Maize,4.99,663
57.4,30.4,62.5,1109.6,107.4,40.5,72.2,2.41,Cotton,2.43,574
53.9,15.6,60.5,399.2,107.8,45.8,44.4,1.86,Wheat,4.03,535
74.3,26.5,83.9,1739.1,168.3,55.9,137.2,3.72,Rice,6.02,630
60.3,17.9,70.6,649.5,133.0,15.6,36.6,4.13,Wheat,5.38,547
62.3,12.3,73.5,623.2,126.9,42.2,44.9,3.95,Wheat,3.12,552
30.0,19.7,38.3,290.9,31.8,49.3,42.9,2.27,Chickpea,1.68,735
56.2,32.2,62.1,578.2,98.4,41.1,51.7,1.34,Maize,3.94,343
59.9,24.7,72.5,405.5,154.3,45.7,45.1,1.18,Maize,4.6,296
52.8,24.4,57.5,599.3,57.4,81.4,67.1,3.09,Soybean,2.17,658
57.0,22.0,64.7,832.9,32.3,71.4,84.0,3.11,Soybean,2.08,570
51.8,14.1,50.4,594.5,139.9,40.8,48.0,3.69,Wheat,3.42,611
54.5,40.8,49.2,340.0,38.2,27.1,42.7,4.16,Bajra,1.59,505
51.1,21.5,51.4,429.9,144.4,67.5,39.4,3.14,Wheat,4.17,437
57.0,23.1,56.5,1177.2,84.2,32.6,31.3,2.9,Maize,4.42,479
49.3,15.0,45.8,562.4,144.9,66.2,55.0,6.24,Wheat,4.82,459
45.3,30.5,68.8,567.0,35.6,57.9,57.6,1.06,Groundnut,1.84,650
46.6,19.5,44.6,493.4,21.9,45.5,34.2,2.02,Chickpea,1.86,879
60.5,25.3,74.6,911.5,40.7,58.2,35.5,4.83,Soybean,2.34,861
53.9,22.4,71.8,1109.2,80.5,33.9,68.3,4.32,Cotton,1.94,556
53.7,32.8,42.5,927.2,82.7,49.4,94.7,1.25,Cotton,2.45,574
41.9,19.6,61.0,244.0,35.2,45.0,39.9,3.21,Chickpea,1.48,477
40.5,21.7,47.4,483.5,33.7,51.9,38.0,5.65,Chickpea,1.89,148
32.2,17.4,64.9,174.6,22.6,55.9,40.0,3.54,Chickpea,1.56,499
55.2,21.1,58.1,362.9,101.1,59.1,47.2,4.13,Wheat,3.86,592
71.4,27.1,74.5,854.4,164.6,37.6,58.6,3.92,Maize,5.43,580
69.3,24.1,82.7,873.9,46.1,45.6,35.8,4.83,Soybean,2.03,462
78.1,26.3,86.3,1470.7,232.3,49.8,70.1,5.87,Rice,5.79,369
41.6,30.7,52.7,436.9,112.2,32.3,93.7,4.96,Cotton,2.52,683
73.9,33.0,55.6,1086.4,53.0,65.1,54.3,1.88,Soybean,1.88,651
76.5,33.4,81.3,1644.0,153.1,72.4,72.2,5.45,Rice,4.91,515
52.7,29.7,59.6,268.5,47.9,48.2,40.2,6.29,Groundnut,1.92,455
70.0,21.3,68.9,752.9,89.7,50.1,42.8,2.18,Wheat,3.56,416
75.3,27.9,70.3,2130.2,73.2,51.3,107.4,3.15,Rice,5.19,96
77.6,30.7,81.9,2078.2,213.1,88.8,162.3,3.02,Sugarcane,9.35,496
69.5,29.8,70.9,2156.2,128.9,51.1,94.2,0.5,Rice,4.98,505
48.7,28.7,68.1,306.4,37.4,56.0,66.5,3.61,Groundnut,1.77,666
61.1,25.0,59.2,1308.0,134.9,41.7,52.1,3.94,Maize,5.24,306
37.4,23.3,51.8,470.5,32.5,38.5,36.1,2.96,Chickpea,1.51,680
55.7,20.4,41.5,544.9,135.0,40.7,39.2,2.35,Wheat,5.18,679
49.3,31.3,48.2,722.8,141.4,38.0,95.1,3.57,Cotton,3.37,662
60.3,20.7,51.0,808.8,103.3,37.6,46.7,1.89,Wheat,4.15,589
36.3,34.4,54.7,439.2,63.2,23.4,56.1,3.11,Jowar,1.95,716
33.2,30.9,51.4,659.8,82.5,31.4,40.0,4.73,Bajra,1.88,572
45.6,19.3,53.4,401.4,28.9,58.2,47.2,3.36,Chickpea,1.69,782
61.0,19.9,51.1,530.3,110.4,52.6,30.3,2.88,Wheat,4.83,688
46.0,32.1,58.1,919.2,141.7,52.4,73.9,4.68,Maize,4.64,504
49.2,16.7,65.0,578.9,161.2,67.7,32.6,0.5,Wheat,4.03,522
48.5,21.3,60.6,299.6,140.1,43.5,32.3,3.02,Wheat,4.54,540
43.8,20.3,48.9,425.7,24.7,47.6,32.2,1.7,Chickpea,1.78,805
68.4,25.1,78.0,1076.5,170.9,46.1,106.3,2.26,Rice,5.24,335
91.0,26.6,78.2,1462.4,135.8,112.9,192.6,0.5,Sugarcane,10.62,377
44.5,29.8,56.7,631.5,45.4,57.2,44.5,1.78,Soybean,1.68,536
65.7,22.9,73.3,768.1,131.3,52.6,35.4,1.23,Maize,4.24,220
43.2,24.5,43.1,405.0,48.5,23.9,49.1,5.25,Bajra,1.35,861
46.9,23.9,56.3,686.8,86.3,41.6,48.8,1.52,Wheat,4.28,429
73.4,30.3,84.0,1329.3,182.6,41.2,75.9,3.81,Rice,4.92,412
57.3,26.4,60.7,109.1,53.3,50.8,55.0,4.44,Soybean,1.73,696
68.1,28.9,66.9,1951.9,52.2,42.1,54.9,5.79,Soybean,1.79,98
55.9,28.8,48.8,866.7,87.6,40.0,70.6,2.24,Cotton,3.0,481
42.1,34.0,50.7,418.1,61.1,30.4,51.9,5.07,Bajra,1.68,587
50.0,22.5,60.0,679.3,156.5,17.9,41.1,4.54,Wheat,4.3,438
28.6,27.4,46.4,515.9,76.9,35.0,26.8,4.34,Jowar,1.94,503
53.8,22.2,54.6,781.5,24.9,51.1,74.0,5.19,Groundnut,1.85,709
52.1,27.0,57.5,731.0,126.7,37.2,79.6,4.28,Cotton,2.84,541
77.6,33.0,73.3,1645.0,168.2,43.7,190.9,4.42,Sugarcane,9.6,404
40.3,37.1,47.3,436.5,62.9,26.7,26.3,2.67,Bajra,1.61,622
70.2,31.4,79.4,441.5,203.0,46.9,102.0,4.1,Rice,4.37,492
37.6,27.3,55.0,724.8,50.6,29.2,35.3,4.9,Jowar,1.73,482
42.9,17.3,67.1,597.8,31.3,49.4,39.4,5.05,Chickpea,1.73,516
44.9,34.9,48.2,645.8,57.2,37.1,50.5,2.02,Jowar,1.93,748
87.8,23.1,76.4,2352.4,196.3,106.1,237.1,2.4,Sugarcane,8.48,258
58.7,24.8,71.0,777.6,48.0,74.8,65.4,2.22,Soybean,2.68,396
85.3,31.1,94.4,1668.5,135.7,63.0,127.6,0.72,Rice,5.22,45
68.7,18.6,54.9,305.2,117.6,44.9,57.4,2.77,Wheat,3.66,676
90.3,29.0,83.3,1070.8,250.0,111.2,193.4,0.89,Sugarcane,9.24,394
58.5,24.4,62.6,763.9,33.0,82.6,68.6,5.79,Groundnut,2.11,494
41.8,34.2,48.8,448.0,98.3,54.2,74.3,1.32,Cotton,2.39,558
37.0,13.9,64.3,601.0,28.9,36.5,41.2,4.82,Chickpea,1.62,626
32.8,24.2,43.8,277.8,43.5,24.7,58.8,2.74,Bajra,1.65,1023
40.8,32.1,55.2,376.2,44.8,41.8,40.1,3.04,Jowar,2.54,592
50.1,29.7,64.7,1064.8,124.9,36.1,72.1,4.2,Cotton,2.87,532
57.2,25.7,69.3,939.3,47.6,53.5,47.2,7.19,Soybean,2.47,518
45.7,25.7,42.2,372.1,31.4,52.5,38.2,3.92,Chickpea,1.76,332
23.0,32.5,48.6,434.2,67.8,29.3,32.6,2.04,Bajra,1.54,699
50.7,18.3,46.1,399.4,34.4,38.2,30.9,7.95,Chickpea,1.8,591
63.6,21.1,53.6,465.2,95.3,66.0,42.3,0.76,Wheat,3.94,855
34.7,30.0,20.9,152.1,68.8,32.9,43.1,4.32,Jowar,1.96,822
61.4,23.0,60.5,645.5,109.2,40.8,48.0,1.5,Maize,5.38,445
45.8,16.8,46.0,301.6,33.4,45.1,36.5,3.97,Chickpea,1.72,678
75.2,30.3,79.4,1792.0,162.8,43.8,101.8,2.62,Rice,6.04,314
45.8,28.7,66.3,839.5,45.3,46.8,64.7,4.36,Soybean,2.31,409
48.2,28.4,60.6,509.9,58.6,27.5,43.8,0.5,Bajra,1.78,574
70.0,29.8,83.5,1242.4,34.7,51.4,55.7,3.37,Soybean,1.75,110
82.8,32.6,70.6,1678.1,151.9,58.1,94.3,3.67,Rice,5.04,325
39.9,32.1,45.4,0.0,117.7,24.0,62.1,4.23,Cotton,1.86,868
80.0,29.4,68.1,1057.1,119.7,53.2,75.1,4.13,Rice,5.16,759
35.1,29.4,54.7,1034.1,127.1,40.3,54.2,3.92,Cotton,2.72,671
46.2,29.5,46.7,473.9,113.8,44.0,71.1,3.02,Cotton,2.62,731
63.3,14.7,56.3,886.0,128.3,49.8,41.1,2.55,Wheat,3.24,752
76.9,27.8,77.1,1628.6,135.0,59.2,68.4,3.52,Rice,6.1,478
79.1,29.4,81.0,1678.8,165.3,55.0,88.9,3.55,Rice,5.55,547
44.1,32.8,66.2,849.7,45.9,65.8,67.9,3.42,Groundnut,1.98,663
64.8,29.2,79.0,1164.0,140.6,36.6,97.9,4.11,Rice,5.1,341
61.2,28.5,68.2,552.7,151.9,40.0,61.8,6.02,Maize,5.13,558
61.6,30.2,88.6,1392.5,33.1,60.8,39.0,3.71,Soybean,1.85,299
44.2,29.3,59.1,444.3,30.3,53.5,66.5,1.64,Groundnut,2.19,649
63.1,21.3,55.6,276.4,139.3,42.0,45.5,7.37,Wheat,4.1,679
58.9,25.2,60.7,835.8,43.1,63.4,66.0,3.17,Groundnut,2.15,419
52.6,28.0,56.7,546.6,49.9,48.5,62.9,1.78,Soybean,2.12,281
54.6,31.5,59.7,561.0,73.4,26.7,45.1,4.96,Jowar,1.8,479
50.7,20.0,62.3,375.6,146.6,48.8,40.0,2.55,Wheat,4.59,272
76.1,28.5,86.8,1974.5,226.4,56.1,85.7,2.43,Rice,5.62,237
51.3,20.1,60.7,710.6,106.8,55.3,44.8,3.04,Wheat,4.51,557
